source,series,author,english_title,original_title,translator,pub_year,place,publisher,country,original_year,era,canonical_author,canonical_work
UNESCO Index Translationum,,"Joannes Paulus II, Thomas Paul; Thigpen",Celebrate the third millennium! : facing the future with hope,,,1999,"Ann Arbor, MICH",Charis Books,United States of America,2000,modern,John Paul II,Celebrate the Third Millennium
UNESCO Index Translationum,,"Ovidius Naso, Publius; Nims, John Frederick","Ovid's Metamorphoses : the Arthur Golding translation, 1567",Metamorphoses,,2000,"Philadelphia, PA",P. Dry Books,United States of America,-8,classical,Ovid,Metamorphoses
UNESCO Index Translationum,,"Dyson, R. W.",An enquiry into the power of the pope : a critical edition and translation,Quaestio de potestate papae; Rex pacificus,,1999,"Lewiston, N.Y.",Edwin Mellen Press,United States of America,1521,medieval,William of Ockham,An Enquiry into the Power of the Pope
UNESCO Index Translationum,,Eckhart,Passion for creation : the earth-honoring spirituality of Meister Eckhart,,,2000,"Rochester, VT",Inner Traditions,United States of America,1260,medieval,Meister Eckhart,Passion for Creation
UNESCO Index Translationum,,"Suárez, Francisco","On creation, conservation, and concurrence : metaphysical disputations 20, 21, and 22",Disputationes metaphysicae,"Freddoso, Alfred J.",2002,"South Bend, IND",St. Augustine's Press,United States of America,1600,early_modern,Francisco Suárez,"On Creation, Conservation, and Concurrence"
UNESCO Index Translationum,,"Witt, Johan de","Jan de Witt's &quot;elementa curvarum linearum, liber primus&quot;",Elementa curvarum linearum-liber primus,"Grootendorst, Albert W.; Bakker, Miente",2000,New York,Springer,United States of America,1659,early_modern,Johan de Witt,Elementa curvarum linearum
UNESCO Index Translationum,,"Thomas Aquinas, Mary T.; Clark",An Aquinas reader,,,2000,New York,Fordham University Press,United States of America,1267,medieval,Thomas Aquinas,Summa Theologiae selections
UNESCO Index Translationum,,Catholica Romana Ecclesia,A tradition of prayer : an ICEL collection,,,2000,"Notre Dame, IND",University of Notre Dame Press,United States of America,1985,modern,Roman Catholic Church,A Tradition of Prayer
UNESCO Index Translationum,,Catholica Romana Ecclesia,"Lectionary for Mass, second typical edition, introduction","Ordo lectionum Missae (2nd ed., 1998)",,1998,"Washington, D.C.",United States Catholic Conference,United States of America,1992,modern,Roman Catholic Church,Lectionary for Mass
UNESCO Index Translationum,,João de Santo Tomás,Introduction to the Summa theologiae of Thomas Aquinas : the Isagogue of John of St. Thomas,,"McInerny, Ralph M.",2004,"South Bend, IND",St. Augustine's Press,United States of America,1643,early_modern,John of St. Thomas,Isagoge to Summa Theologiae
UNESCO Index Translationum,,Joannes Paulus II,The Trinity's embrace : God's saving plan : a catechesis on salvation history,,,2002,"Boston, MASS",Pauline Books &amp; Media,United States of America,1997,modern,John Paul II,The Trinity's Embrace
UNESCO Index Translationum,,,The Conimbricenses : some questions on signs,Commentarii Collegii Conimbricensis e Societate Jesu in universam,"Doyle, John P.",2001,"Milwaukee, WIS",Marquette University Press,United States of America,1605,early_modern,Conimbricenses,Questions on Signs
UNESCO Index Translationum,,Haymon d'Auxerre; Thietland von Einsiedeln,Second Thessalonians : two early medieval apocalyptic commentaries,Expositio in Epistolam II ad Thessalonicenses; In Epistolam II ad Thessalonicenses,"Cartwright, Steven R.; Hughes, Kevin L.",2001,"Kalamazoo, MICH",Medieval Institute Publications,United States of America,900,medieval,Haymon of Auxerre; Thietland of Einsiedeln,Commentary on Second Thessalonians
UNESCO Index Translationum,,Lanfranc,The monastic constitutions of Lanfranc,,"Knowles, David",2002,New York,Oxford University Press,United States of America,1063,medieval,Lanfranc of Bec,Monastic Constitutions
UNESCO Index Translationum,,"Wycliffe, John",John Wyclif : on the truth of Holy Scripture,De veritate Sacrae Scripturae,"Levy, Ian Christopher",2001,"Kalamazoo, MICH","Medieval Institute Publications, Western Michigan University",United States of America,1380,medieval,John Wycliffe,On the Truth of Holy Scripture
UNESCO Index Translationum,,"Horatius Flaccus, Quintus",Odes,Carmina,"Michie, James",2002,New York,Modern Library,United States of America,-23,classical,Horace,Odes
UNESCO Index Translationum,,,"The book of mystical chapters : meditations on the soul's ascent, from the desert fathers and other early Christian contemplatives",,"McGuckin, John Anthony",2003,"Boston, MASS",Shambhala,United States of America,500,medieval,Desert Fathers,Book of Mystical Chapters
UNESCO Index Translationum,,Bonaventura,St. Bonaventure's Commentary on the Gospel of Luke,Commentarius in Lucam,"Karris, Robert J.",2001,"St. Bonaventure, N.Y.",Franciscan Institute St. Bonaventure University,United States of America,1250,medieval,Bonaventure,Commentary on the Gospel of Luke
UNESCO Index Translationum,,Nicholaus Cusanus,Complete philosophical and theological treatises of Nicholas of Cusa (1:) De docta ignorantia ; De coniecturis ; De Deo abscondito ; De quaerendo deum ; De filiatione Dei ; De dato patris luminum ; De genesi ; De ignota litteratura ; Apologia doctae ignotantiae ; Idiota de sapientia ; Idiota de mente ; Idiota de staticis experimentis ; De pace fidei; (2:) De visione Dei ; De theologicis complementis ; De beryllo ; De aequalitate ; De principio ; De possest ; Cribratio alkorani ; De li non aliud ; De ludo globi ; De venatione sapientiae ; Compendium ; De apice theoriae,,"Hopkins, Jasper",2001,"Minneapolis, MINN",A.J. Banning Press,United States of America,1440,renaissance,Nicholas of Cusa,Complete Philosophical and Theological Treatises
UNESCO Index Translationum,,Geoffroy d'Auxerre,Geoffrey of Auxerre on the Apocalypse,Super Apocalypsim,"Gibbons, Joseph",2000,"Kalamazoo, MICH",Cistercian Publications,United States of America,1160,medieval,Geoffrey of Auxerre,Commentary on the Apocalypse
UNESCO Index Translationum,,Achard de Saint-Victor,Achard of Saint Victor : works,,"Feiss, Hugh",2001,"Kalamazoo, MICH",Cistercian Publications,United States of America,1160,medieval,Achard of Saint-Victor,Works
UNESCO Index Translationum,,"Ambrosius, episcopus Mediolanensis",Ambrosian hymns,,"Kraszewski, Charles S.",1999,"Lehman, PA",Libella Veritatis,United States of America,380,medieval,Ambrose of Milan,Ambrosian Hymns
UNESCO Index Translationum,,"Contarini, Gasparo",The office of a bishop,De officio viri boni et probi episcopi,,2002,"Milwaukee, WIS",Marquette University Press,United States of America,1516,renaissance,Gasparo Contarini,De officio episcopi
UNESCO Index Translationum,,"Vermigli, Pietro Martire",Commentary on the Lamentations of the prophet Jeremiah,In Lamentationes sanctissimi Jeremiae prophetae commentarium,"Shute, Daniel John",2002,"Kirksville, MO",Truman State University Press,United States of America,1567,renaissance,Pietro Martire Vermigli,Commentary on Lamentations
UNESCO Index Translationum,,Clarembaldus d'Arras,The Boethian commentaries of Clarembald of Arras,Tractatus super librum Boetii De Trinitate,"Fortin, John R.; George, David B.",2002,"Notre Dame, IND",University of Notre Dame Press,United States of America,1080,medieval,Clarembald of Arras,Boethian Commentaries
UNESCO Index Translationum,,"Petrarca, Francesco",Petrarch's guide to the Holy Land : Itinerary to the Sepulcher of Our Lord Jesus Christ,Itinerarium ad sepulchrum domini nostri Yehsu Christi,,2002,"Notre Dame, IND",University of Notre Dame Press,United States of America,1358,medieval,Petrarch,Itinerarium
UNESCO Index Translationum,,"Suárez, Francisco",The metaphysical demonstration of the existence of God : metaphysical disputations 28-29,Disputationes metaphysicae,"Doyle, John P.",2004,"South Bend, IND",St. Augustine's Press,United States of America,1597,early_modern,Francisco Suárez,Metaphysical Disputations
UNESCO Index Translationum,,"Swedenborg, Emanuel",Angelic wisdom about divine providence,Sapientia angelica de divina providentia,"Dole, George F.",2003,"West Chester, PA",Swedenborg Foundation,United States of America,,,,
UNESCO Index Translationum,,"Swedenborg, Emanuel",Angelic wisdom about divine love and about divine wisdom : Angelic wisdom about divine providence,Sapientia angelica de divino amore,"Dole, George F.",2003,"West Chester, PA",Swedenborg Foundation,United States of America,1763,early_modern,Emanuel Swedenborg,Angelic Wisdom
UNESCO Index Translationum,,"Servius, Maurus Honoratus; Stansbury, Mark; McDonough, Christopher Michael; Prior, Richard E.",Servius' commentary on Book four of Virgil's Aeneid : an annotated translation,In Vergilii carmina commentarii,,2002,"Wauconda, ILL",Bolchazy-Carducci Publishers,United States of America,400,medieval,Servius,Commentary on Aeneid Book IV
UNESCO Index Translationum,,"Pufendorf, Samuel von; Zurbuchen, Simone",Of the nature and qualification of religion in reference to civil society,De habitu religionis Christianae ad vitam civilem,"Crull, J.",2002,"Indianapolis, IND",Liberty Fund,United States of America,1687,early_modern,Samuel von Pufendorf,Of the Nature and Qualification of Religion
UNESCO Index Translationum,,"Horatius Flaccus, Quintus; McClatchy, J.D.","Horace, the Odes",Carmina,"Bly, Robert",2002,"Princeton, N.J.",Princeton University Press,United States of America,-23,classical,Horace,Odes
UNESCO Index Translationum,,"Statius, Publius Papinius",Silvae,Silvae,"Bailey, D. R. Shackleton",2003,"Cambridge, MASS",Harvard University Press,United States of America,92,classical,Statius,Silvae
UNESCO Index Translationum,,"Selden, John","Of the dominion, or, Ownership of the sea",Mare clausum,"Nedham, Marchamont",2003,"Clark, N.J.",Lawbook Exchange,United States of America,1652,early_modern,John Selden,Of the Dominion of the Sea
UNESCO Index Translationum,,"Clara d'Assisi, Joan; Mueller",Clare of Assisi : the letters to Agnes,,,2003,"Collegeville, MINN",Liturgical Press,United States of America,1238,medieval,Clare of Assisi,Letters to Agnes
UNESCO Index Translationum,,"Luther, Martin",Martin Luther's Ninety-five theses,Disputatio pro declaratione virtutis indulgentiarum,,2002,"Phillipsburg, N.J.",P&amp;R Publishing,United States of America,1517,renaissance,Martin Luther,Ninety-five Theses
UNESCO Index Translationum,,Thomas Aquinas,"The treatise on human nature : Summa theologiae 1a, 75-89",Summa theologica,"Pasnau, Robert",2002,"Indianapolis, IND",Hackett,United States of America,1267,medieval,Thomas Aquinas,Treatise on Human Nature
UNESCO Index Translationum,,Rhygyfarch ap Sulien,Rhygyvarch's life of St. David,Vita Dauidis,"Wade-Evans, Arthur W.",2002,"Cambridge, MASS",Rhwymbooks,United States of America,1090,medieval,Rhygyfarch ap Sulien,Life of Saint David
UNESCO Index Translationum,,"Copernicus, Nicolaus; Einstein, Albert; Galilei, Galileo; Kepler, Johannes; Newton, Isaac; Hawking, Stephen W.","On the shoulders of giants - the great works of physics and astronomy : On the revolution of heavenly spheres ; Dialogues concerning two sciences ; Harmony of the world, Book 5 ; Principia ; The principle of relativity",,,2002,"Philadelphia, PA",Running Press,United States of America,1543,early_modern,Nicolas Copernicus; Galileo Galilei; Johannes Kepler; Isaac Newton,On the Shoulders of Giants
UNESCO Index Translationum,,"Petrarca, Francesco; Quillen, Carol E.",The secret,Secretum,,2003,"Boston, MASS",Bedford/St. Martin's,United States of America,1347,medieval,Petrarch,Secretum
UNESCO Index Translationum,,Dominicus Gundissalinus,The procession  of the world,De processione mundi,"Laumakis, John A.",2002,"Milwaukee, WIS",Marquette University Press,United States of America,1150,medieval,Dominicus Gundissalinus,De processione mundi
UNESCO Index Translationum,,"Joannes Paulus II, Joseph; Durepos",Go in peace : a gift of enduring love,,,2003,"Chicago, ILL",Loyola Press,United States of America,2005,modern,John Paul II,Go in Peace
UNESCO Index Translationum,,Robert d'Arbrissel,Robert of Arbrissel : a medieval religious life,,"Venarde, Bruce L.",2003,"Washington, D.C.",Catholic University of America Press,United States of America,1117,medieval,Robert of Arbrissel,Life of Robert of Arbrissel
UNESCO Index Translationum,,"Hermes Trismegistus, Paschal Beverly; Randolph",Divine Pymander : including The Asiatic mystery; The Smaragdine table; The Song of Brahm,Corpus hermeticum,,2001,"Quakertown, PA",Philosophical Publishing Company,United States of America,1,classical,Hermes Trismegistus,Divine Pymander
UNESCO Index Translationum,,"Hicks, Lou; Maret, Russell",The passion of SS. Perpetua and Felicity,Passio SS. Perpetuae et Felicitatis,"Shewring, Walter",2000,New York,Kuboaa,United States of America,203,medieval,Anonymous,Passion of Perpetua and Felicity
UNESCO Index Translationum,,Bernard de Clairvaux,In praise of the new knighthood : a treatise on the Knights Templar and the holy places of Jerusalem,De laude novae militiae,"Greenia, M. Conrad",2000,"Kalamazoo, MICH",Cistercian Publications,United States of America,1129,medieval,Bernard of Clairvaux,In Praise of the New Knighthood
UNESCO Index Translationum,,"Nadal, Jerónimo",Annotations and meditations on the Gospels (1:) The infancy narratives; (3:) The Resurrection narratives,Adnotationes et meditationes in Evangelia,"Homann, Frederick A.",2003,"Philadelphia, PA",Saint Joseph's University Press,United States of America,1594,early_modern,Jerónimo Nadal,Annotations and Meditations on the Gospels
UNESCO Index Translationum,,,The Deeds of Pope Innocent III,Gesta Innocentii III,"Powell, James M.",2004,"Washington, D.C.",Catholic University of America Press,United States of America,1216,medieval,Anonymous,Deeds of Pope Innocent III
UNESCO Index Translationum,,"Du Bellay, Joachim",The regrets,Regrets,"Slavitt, David R.",2004,"Evanston, ILL",Northwestern University Press,United States of America,1558,renaissance,Joachim du Bellay,Les Regrets
UNESCO Index Translationum,,"Joannes Paulus II, Mike; Towle","Quotable John Paul II : words of wisdom, faith, solidarity, and salvation by and about John Paul II, a pope for the 20th century and the new millennium",,,2003,"Nashville, TENN",Towle House Publishing,United States of America,2003,modern,John Paul II,Quotable John Paul II
UNESCO Index Translationum,,"Vermigli, Pietro Martire",Predestination and justification : two theological loci,In Epistolam S. Pauli apostoli ad Romanos,"James, Frank A.",2003,"Kirksville, MO",Truman State University Press,United States of America,1565,renaissance,Pietro Martire Vermigli,Predestination and Justification
UNESCO Index Translationum,,"Rhegius, Urbanus",Preaching the Reformation : the homiletical handbook of Urbanus Rhegius,Formulae quaedam caute et citra scandalum loquendi,"Hendrix, Scott H.",2003,"Milwaukee, WIS",Marquette University Press,United States of America,1519,renaissance,Urbanus Rhegius,Preaching the Reformation
