pub_year,record_type,confidence,identifier,title,creator,publisher,subject,language,ia_url,description,collection
1967,bilingual_edition,100,naturalhistory0009plin,Natural history,"Pliny, the Elder","Cambridge, Harvard University Press",Natural history -- Pre-Linnean works; Natural history; Historia Antiga,eng; lat,https://archive.org/details/naturalhistory0009plin,"volumes 17 cm; Latin and English on opposite pages; Vols. 6-8 translated by W.H.S. Jones; In v. 4, London, W. Heinemann precedes the Cambridge imprint; 1. Books I-II.--2. Books III-VII.--3. Books VIII-XI.--4. Books XII-XVI.--5. Books XVII-XIX.--6. Books XX-XXIII.--7. Books XXIV-XXVII.--8. Books XXVIII-XXXII.--9. Books XXXIII-XXXV",claremont_school_of_theology; internetarchivebooks; printdisabled; fav-gtpatten; fav-kapka2592; fav-reich9
1967,bilingual_edition,100,naturalhistory0004plin,Natural history,"Pliny, the Elder","Cambridge, Harvard University Press",Natural history -- Pre-Linnean works; Natural history; Historia Antiga,eng; lat,https://archive.org/details/naturalhistory0004plin,"volumes 17 cm; Latin and English on opposite pages; Vols. 6-8 translated by W.H.S. Jones; In v. 4, London, W. Heinemann precedes the Cambridge imprint; 1. Books I-II.--2. Books III-VII.--3. Books VIII-XI.--4. Books XII-XVI.--5. Books XVII-XIX.--6. Books XX-XXIII.--7. Books XXIV-XXVII.--8. Books XXVIII-XXXII.--9. Books XXXIII-XXXV",claremont_school_of_theology; internetarchivebooks; printdisabled; fav-agustin_segovia; fav-djseaquist; fav-kapka2592; fav-reich9
1967,bilingual_edition,100,naturalhistory0008plin,Natural history,"Pliny, the Elder","Cambridge, Harvard University Press",Natural history -- Pre-Linnean works; Natural history; Historia Antiga,eng; lat,https://archive.org/details/naturalhistory0008plin,"volumes 17 cm; Latin and English on opposite pages; Vols. 6-8 translated by W.H.S. Jones; In v. 4, London, W. Heinemann precedes the Cambridge imprint; 1. Books I-II.--2. Books III-VII.--3. Books VIII-XI.--4. Books XII-XVI.--5. Books XVII-XIX.--6. Books XX-XXIII.--7. Books XXIV-XXVII.--8. Books XXVIII-XXXII.--9. Books XXXIII-XXXV",claremont_school_of_theology; internetarchivebooks; printdisabled; fav-kapka2592; fav-lisette_b529; fav-silvia_lacatus
1967,bilingual_edition,100,statius0001stat,Statius,"Statius, P. Papinius (Publius Papinius)","Cambridge, Mass. : Harvard University Press ; London : W. Heinemann","Laudatory poetry, Latin; Literatura Latina",eng,https://archive.org/details/statius0001stat,"2 volumes : 17 cm; Latin and English on opposite pages; Includes bibliographical references (v. 1, page xxxii); I. Silvae. Thebaid I-IV.--II. Thebaid V-XII. Achilleid",claremont_school_of_theology; internetarchivebooks; printdisabled; fav-akio3; fav-briandkle; fav-gamatet; fav-kapka2592; fav-loebelyphd; fav-mysterion; fav-mythographer; fav-peterco; fav-pre-platonic_
1967,bilingual_edition,100,statius0002stat,Statius,"Statius, P. Papinius (Publius Papinius)","Cambridge, Mass. : Harvard University Press ; London : W. Heinemann","Laudatory poetry, Latin; Literatura Latina",eng,https://archive.org/details/statius0002stat,"2 volumes : 17 cm; Latin and English on opposite pages; Includes bibliographical references (v. 1, page xxxii); I. Silvae. Thebaid I-IV.--II. Thebaid V-XII. Achilleid",claremont_school_of_theology; internetarchivebooks; printdisabled; fav-akio3; fav-gamatet; fav-pre-platonic_
1967,bilingual_edition,100,varroonlatinlang0002varr,Varro on the Latin language,"Varro, Marcus Terentius","Cambridge, Mass. : Harvard University Press ; London : Heinemann",Latin language -- Grammar -- Early works to 1500; Linguistics -- Rome; Latin language -- Grammar; Linguistics; Rome (Empire),eng; lat,https://archive.org/details/varroonlatinlang0002varr,2 volumes ; 17 cm; Text in Latin and English; Includes bibliographical references and indexes; v. 1. Books V-VII -- v. 2. Books VIII-X. Fragments,claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-lesnightfly50; fav-pursuerofknowledge; fav-t_anderson_777
1967,bilingual_edition,100,varroonlatinlang0001varr,Varro on the Latin language,"Varro, Marcus Terentius","Cambridge, Mass. : Harvard University Press ; London : Heinemann",Latin language -- Grammar -- Early works to 1500; Linguistics -- Rome; Latin language -- Grammar; Linguistics; Rome (Empire),eng; lat,https://archive.org/details/varroonlatinlang0001varr,2 volumes ; 17 cm; Text in Latin and English; Includes bibliographical references and indexes; v. 1. Books V-VII -- v. 2. Books VIII-X. Fragments,claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-alliodorus; fav-dayron3866; fav-juhseh; fav-latin_studies; fav-mburden92; fav-pursuerofknowledge; fav-vraschke
1968,bilingual_edition,100,theologicaltract0000boet_w0f2,The theological tractates,"Boethius, -524",Cambridge : Harvard University Press ; London : W. Heinemann,"Theology, Patristic",eng; lat,https://archive.org/details/theologicaltract0000boet_w0f2,"xvi, 420 pages ; 17 cm; Latin and English on opposite pages; ""Of the author, 'I. T.' nothing is known. He may have been John Thorie, a Fleming.""--Introduction; Note on the text -- Introduction -- Bibliography -- The theological tractates -- The consolation of philosophy -- Symmachi versus -- Index",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-cman84; fav-fredy_hern_ndez_sierra583; fav-gamatet; fav-pre-platonic_; fav-trendyweb1; openlibrary-d-ol
1968,bilingual_edition,100,minorlatinpoets0000duff_h4i3,Minor Latin poets;,"Duff, J. Wight (John Wight), 1866-1944, ed. and tr","Cambridge, Mass., Harvard University Press",Latin poetry; Latin poetry -- Translations into English; English poetry -- Translations into Latin; English poetry,eng; lat,https://archive.org/details/minorlatinpoets0000duff_h4i3,"838 pages 17 cm; Latin and English on opposite pages; Includes bibliographical references; Publilius Syrus, Sententiae. -- ""Elegiae in Maccenatem."" -- Grattius, Cynegetica. -- Calpurnius Siculus, Bucolica. -- ""Laus Pisonis."" -- Einsiedeln eclogues. -- ""Precatio terrae"" and ""Precatio omnium herbarum."" -- ""Aetna."" -- Florus. -- Hadrian. -- Nemesianus, Bucolica and Cynegetica: Two fragments on bird-catching. -- Reposianus, Modestinus, ""Cupido amans"", Pentadius. -- Tiberianus. -- Servasius. -- ""Dicta Catonis."" -- ""Phoenix."" -- Avianus, Fabulae. -- Rutilius Namatianus, De reditu suo",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-adamg42; fav-aday1983; fav-archive_org652; fav-malachi_lewandowski; fav-mjuninn; fav-schimmentipaolo
1968,bilingual_edition,100,lucretiuswaythin0000unse,The way things are the De rerum natura of Titus Lucretius Carus,"Lucretius Carus, Titus","Bloomington, Indiana University Press","Didactic poetry, Latin -- Translations into English; Philosophy, Ancient; Didactic poetry, Latin",eng,https://archive.org/details/lucretiuswaythin0000unse,"1 online resource (255 pages); Translation follows the text of the Loeb classical library; Electronic reproduction. [S.l.] : HathiTrust Digital Library; Master and use copy. Digital master created according to Benchmark for Faithful Digital Reproductions of Monographs and Serials, Version 1. Digital Library Federation, December 2002; digitized 2010; Print version record",marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-chapalan; fav-daniel_r_he; fav-duksak; fav-garadinervi; fav-hopenhauer; fav-ianjameson; fav-izzyl09; fav-jmotter; fav-just4comments; fav-justicew22; fav-maj64; fav-mmtm; fav-o-boy; fav-pasquale486; fav-penumbrist; fav-pursuerofknowledge
1969,translation,100,letterspanegyric0001unse,"Letters and Panegyricus [of] Pliny. 1, Letters. Books 1-7","Pliny, the Younger",London : Heinemann,"Pliny, the Younger -- Translations into English; Pliny, the Younger; Authors, Latin -- Correspondence; Lawyers -- Rome -- Correspondence; Authors, Latin; Lawyers; Rome (Empire)",lat; eng,https://archive.org/details/letterspanegyric0001unse,"xxxiii, 563 pages, folded plate : 17 cm; Parallel Latin text, English translation; Includes bibliographical references (pages xxix-xxxiii)",marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-anthony_van_zutphen; fav-antonyliber; fav-bmccauley; fav-cosimo_piovasco_di_rond_; fav-joantb
1969,translation,100,letterspanegyric0001plin_m0o2,Letters and Panegyricus [of] Pliny;,"Pliny, the Younger","London, Heinemann; Cambridge, Mass., Harvard University Press;","Pliny, the Younger -- Translations into English; Trajan, Emperor of Rome, 53-117; Latin letters -- Translations into English; Authors, Latin -- Correspondence; Lawyers -- Rome -- Correspondence",eng; lat,https://archive.org/details/letterspanegyric0001plin_m0o2,2 v. 17 cm; English and Latin; Bibliography: p. xxix-xxxiii,claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-antonyliber; fav-e_blackadder; fav-erickomar25; fav-joe_crab_t; fav-littlelishka; fav-martinus_scriblerus732; fav-mburden92; fav-pceb66; fav-peter_jochems; ambslibrary-ol; framingham-ol; randolph-macon-college-ol; universityofoklahoma-ol
1969,bilingual_edition,100,letterspanegyric0002plin,"Letters, and Panegyricus","Pliny, the Younger","Cambridge, Mass. : Harvard University Press ; London : W. Heinemann",,eng; lat,https://archive.org/details/letterspanegyric0002plin,"2 v. : 17 cm; Latin and English; Translation of Epistulae and Panegyricus; Bibliography: v. 1, p. xxix-xxxiii; 1. Letters, Books I-VII.--2. Letters, Books VIII-X, and Panegyricus",trent_university; internetarchivebooks; printdisabled; fav-bmccauley; fav-dawn_marie_scheckman; fav-egopro; fav-erickomar25; fav-gamatet; fav-kapka2592; fav-o-boy; fav-sarahsc1983; fav-ss333; fav-stephen_breen659
1972,bilingual_edition,100,claudian00unkngoog,Claudian,"Claudianus, Claudius, author","Cambridge, Mass. : Harvard University Press ; London : W. Heinemann","Claudianus, Claudius -- Translations into English; Claudianus, Claudius",eng; lat,https://archive.org/details/claudian00unkngoog,Book digitized by Google and uploaded to the Internet Archive by user tpb.; 2 volumes ; 17 cm; Reprint. Originally published 1922; Includes bibliographical essays and indexes; Latin and English on opposite pages,americana
1973,bilingual_edition,100,ovidsamoresbook10000ovid,"Ovid's Amores, Book 1;","Ovid, 43 B.C.-17 A.D. or 18 A.D","Oxford, Clarendon Press","Elegiac poetry, Latin -- Translations into English; Love poetry, Latin -- Translations into English; Man-woman relationships -- Rome -- Poetry",eng; lat,https://archive.org/details/ovidsamoresbook10000ovid,"ix, 180 p. 21 cm; Parallel Latin text and English translation; English introd. and notes; Includes bibliographical references and index",internetarchivebooks; inlibrary; printdisabled; fav-clavius; fav-gone_to_persia; fav-octaviaaaaaa; fav-troublewillsoonbeover; americanuniversity-ol; dartmouthlibrary-ol; drakeuniversity-ol; johnshopkins-ol; randolph-macon-college-ol; unb-ol; universityofarizona-ol; universityofcoloradoboulder-ol; universityofoklahoma-ol; wilsoncollege-ol; wrlc-ol
1974,bilingual_edition,100,selectedpoemsofc0000catu,Selected poems of Catullus,"Catullus, Gaius Valerius",New York : Mason & Lipscomb,"Catullus, Gaius Valerius -- Translations into English; Catullus, Gaius Valerius; Elegiac poetry, Latin -- Translations into English; Love poetry, Latin -- Translations into English; Epigrams, Latin -- Translations into English; Elegiac poetry, Latin; Epigrams, Latin; Love poetry, Latin",eng; lat,https://archive.org/details/selectedpoemsofc0000catu,"cxvi, 116, [12] pages : 24 cm; Latin and English on opposite pages numbered in duplicate (Latin numerals for the Latin text, Arabic numerals for the English text); Includes bibliographical references (page 12 (3d group))",internetarchivebooks; inlibrary; printdisabled; fav-alogusz; fav-asalmousavi; fav-chapalan; fav-christianv74; fav-collegegobrrr; fav-crochetcat; fav-dylanyakuza88; fav-fantu; fav-hyacinthhouse; fav-kookaburratoo; fav-mayapreimes; fav-retroyolo; fav-roberto_de_lima; fav-s-p-e; fav-tesoro7; fav-xehasi1494; belmont-ol; binghamton-ol; dartmouthlibrary-ol; framingham-ol; occidentalcollegelibrary-ol; the-claremont-colleges-ol; unb-ol; uni-ol; universityofarizona-ol; universityofcoloradoboulder-ol; universityofoklahoma-ol
1974,bilingual_edition,100,eldersenecadecla0001sene,The elder Seneca declamations,"Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D","Cambridge, Mass. : Harvard University Press","Speeches, addresses, etc., Latin -- Translations into English",eng,https://archive.org/details/eldersenecadecla0001sene,"2 v. ; 17 cm; Latin and English on opposite pages; Translation of Oratorum et rhetorum sententiae, divisiones, colores; Bibliography: v. 1, p. xxv; v. 1. Controversiae, books 1-6.--v. 2. Controversiae, books 7-10. Suasuriae",internetarchivebooks; printdisabled; fav-adriennew; fav-angseop_lee; fav-anthony_van_zutphen; fav-bresson1980; fav-dmartinotti; fav-gamatet; fav-helen_waters846; fav-loebelyphd; fav-michelle214; fav-nik4o7; fav-philoalphabet; fav-robert_rd; fav-samatteb; fav-sohatskaja; fav-stefania21; openlibrary-d-ol
1974,bilingual_edition,100,eldersenecadecla0002sene,The elder Seneca declamations,"Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D., author","Cambridge, Massachusetts : Harvard University Press","Speeches, addresses, etc., Latin -- Translations into English; Speeches, addresses, etc., Latin; Rome -- History -- Sources; Rome (Empire); Rome -- History -- Sources -- Sources",eng,https://archive.org/details/eldersenecadecla0002sene,"2 volumes ; 17 cm; Roman secondary education aimed principally at training future lawyers and politicians. Under the late Republic and the Empire, the main instrument was an import from Greece -- declamation, the making of practice-speeches on imaginary subjects. There were two types of such speeches: controversiae on law-court themes, suasoriae on delibertaive topics. On both types a prime source of our knowledge is the work of Lucius Annaeus Seneca, a Spaniard from Cordoba, father of the distinguished philosopher and stylist. Towards the end of his long life (?55 B.C. -? A.D. 40) he collected together under the title (it would seem) Oratorum et rhetorum sententiae, divisiones, colores, ten books devoted to controversiae (some only preserved in excerpt) and at least one (surviving) to suasoriae. These books contained his memories of the famous rhetorical teachers and practitioners of his day: their lines of argument, their methods of approach, their idiosyncracies, and above all their epigrams. The extracts from the disclaimers, though scrappy, throw invaluable light on the influences that coloured the styles of most pagan (and many Christian) writers of the Empire. Unity is provided by Seneca's own contribution, the lively prefaces, engaging anecdote about speakers, writers and politicians, the brisk criticism of declamatory excess; Latin and English on opposite pages; Translation of Oratorum et rhetorum sententiae, divisiones, colores; Includes bibliographical references (volume 1, page xxv) and index; Volume 1. Controversiae, books 1-6. -- volume 2. Controversiae, books 7-10. Suasuriae",claremont_school_of_theology; internetarchivebooks; printdisabled; fav-angseop_lee; fav-djseaquist; fav-gamatet; fav-krank-hover; fav-mburden92; fav-renatejvr; fav-this_is_the_construct; ambslibrary-ol; binghamton-ol; cua-ol; gwulibraries-ol; randolph-macon-college-ol; unb-ol; uni-ol; universityofoklahoma-ol
